measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,94,Switzerland,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4465.227938398909,4978.46008795829,4012.960358030703
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,273649.8672692772,342520.3987201416,220197.879393029
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3884.769090082954,4862.464107689643,3125.957721463479
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,3315230.721860404,3671837.6667020284,3000852.4508226644
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4983.538961733466,5519.599571911957,4510.957565781698
5,Prevalence,13,Malaysia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,1139376.82235681,1292122.0790522804,1007953.1317120348
5,Prevalence,13,Malaysia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3725.7820832235466,4225.261736948806,3296.024322395518
5,Prevalence,13,Malaysia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,1452259.8222947735,1835456.759989343,1155196.0828860153
5,Prevalence,13,Malaysia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4748.914950629757,6001.97562098404,3777.5113410889503
5,Prevalence,52,Romania,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,506396.32397886226,572891.0947988576,442712.3302414503
5,Prevalence,52,Romania,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2594.0895996808536,2934.7188366034175,2267.858981491657
5,Prevalence,204,Chad,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,483541.7851644283,561534.1741446648,414347.91867818806
5,Prevalence,204,Chad,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3175.7679623538716,3688.0002819385195,2721.321891465357
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,378801.5933113344,476135.0119846876,297553.9376314933
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,2113.9628821193146,2657.147593848168,1660.5473437500486
5,Prevalence,53,Serbia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,233738.83032103698,268701.34437403036,202407.69613925784
5,Prevalence,53,Serbia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2647.947274331831,3044.025639502292,2293.007569857319
5,Prevalence,85,Israel,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,375277.73145590676,425252.574305979,329975.6974744316
5,Prevalence,85,Israel,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4182.99137528126,4740.030386927093,3678.0373064852165
5,Prevalence,85,Israel,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,333243.3858332964,415232.0027666575,265070.46925117134
5,Prevalence,85,Israel,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3714.4602303000943,4628.3372039562955,2954.5784196089003
5,Prevalence,35,Georgia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,150500.60531686593,171644.68729407323,132302.31904659214
5,Prevalence,35,Georgia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4035.710120086446,4602.6937905886025,3547.718673709561
5,Prevalence,110,Dominica,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2275.0876038217684,2617.509092188535,1992.8583705884266
5,Prevalence,110,Dominica,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3300.7549365959817,3797.5487375135904,2891.289589731198
5,Prevalence,110,Dominica,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,3131.8646692966718,3923.631837070063,2524.6352607685867
5,Prevalence,110,Dominica,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4543.788885564769,5692.504822161019,3662.8050217001773
5,Prevalence,110,Dominica,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,2081.2766431386513,2383.33252839814,1797.9545275541388
5,Prevalence,110,Dominica,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3019.569067459962,3457.799425149623,2608.5181390950697
5,Prevalence,128,Guatemala,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,577297.3385840604,670770.3829741853,497286.78524849814
5,Prevalence,128,Guatemala,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3382.9980893952566,3930.755907502201,2914.1313010439517
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,3140877.1467208443,3474056.910371226,2821658.1088806917
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4721.446242485882,5222.290519315295,4241.588083017952
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,3107402.2736445284,3614066.9059679047,2677093.6291315686
5,Prevalence,95,United Kingdom,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4671.125963684506,5432.75709815317,4024.275088009209
5,Prevalence,34,Azerbaijan,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,262295.15180987807,334811.16657669743,207164.22500982566
5,Prevalence,34,Azerbaijan,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,2598.091093097457,3316.3781478622313,2052.007153363616
5,Prevalence,10,Cambodia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,448504.3257444246,525959.7113332617,387938.13971068413
5,Prevalence,10,Cambodia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2778.572968326815,3258.4243951581166,2403.3534717730604
5,Prevalence,75,Austria,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,335868.09799204615,383594.91838625696,295240.4668748461
5,Prevalence,75,Austria,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3815.8905442395558,4358.1281778155835,3354.308767518839
5,Prevalence,216,Senegal,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,436680.75965064374,507241.3760400101,376609.20655781607
5,Prevalence,216,Senegal,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3005.0046029674972,3490.5652152736207,2591.624142386246
5,Prevalence,216,Senegal,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,392910.52319324686,502805.8267666919,301059.28305639623
5,Prevalence,216,Senegal,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,2703.8011285284565,3460.0421256058426,2071.7297736551
5,Prevalence,18,Thailand,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1461076.6162363496,1654014.309778655,1282308.3676317635
5,Prevalence,18,Thailand,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2092.449243991276,2368.7607847439826,1836.430167041104
5,Prevalence,58,Estonia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,48928.72220960444,61091.77055242483,39433.37922216293
5,Prevalence,58,Estonia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3721.778639122162,4646.964735644283,2999.512389241202
5,Prevalence,385,Puerto Rico,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,88831.92475398559,101362.9358120208,77906.9163354622
5,Prevalence,385,Puerto Rico,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2457.288555023853,2803.924183386794,2155.078530590354
5,Prevalence,66,Brunei Darussalam,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,8266.166071967964,9678.722801330703,7013.0697588952235
5,Prevalence,66,Brunei Darussalam,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1930.9556085078782,2260.925308505589,1638.235460780155
5,Prevalence,126,Costa Rica,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,160605.34355464374,185551.2757220957,141467.2920953594
5,Prevalence,126,Costa Rica,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3452.992131725303,3989.326138964966,3041.5267368458426
5,Prevalence,126,Costa Rica,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,204951.5359295914,257356.58482502136,164066.65747918605
5,Prevalence,126,Costa Rica,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4406.428984781013,5533.130111241557,3527.4098907011075
5,Prevalence,153,Syrian Arab Republic,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,100891.06795660936,116623.52901123317,87387.29049282066
5,Prevalence,153,Syrian Arab Republic,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,701.5719990904275,810.9717148061108,607.6700081370068
5,Prevalence,33,Armenia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,79135.75803302562,91206.03082828889,66923.51168531804
5,Prevalence,33,Armenia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2605.180125679229,3002.538230022193,2203.1481964258423
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,59097.64818536808,67842.3828556489,51408.84966431578
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4274.998469431019,4907.574019878839,3718.8070994096265
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,57509.226038875626,72659.24801212516,46010.750732869026
5,Prevalence,119,Trinidad and Tobago,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4160.095381853553,5256.015824310745,3328.3200770261265
5,Prevalence,114,Haiti,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,520593.99660853675,652352.2046730751,412362.1565392863
5,Prevalence,114,Haiti,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4370.9154125537825,5477.159407128333,3462.1991750066327
5,Prevalence,23,Kiribati,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,3018.4960726720146,3534.5691924952516,2579.9649673659997
5,Prevalence,23,Kiribati,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2608.47973948771,3054.452251872489,2229.51634984404
5,Prevalence,23,Kiribati,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,4444.069641059164,5588.3430623299,3474.7099479386948
5,Prevalence,23,Kiribati,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3840.411032674829,4829.252483502625,3002.723966366191
5,Prevalence,76,Belgium,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,382157.69638163946,434254.5248456618,333520.89286799397
5,Prevalence,76,Belgium,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3373.1061001178577,3832.9375559608866,2943.814474761511
5,Prevalence,19,Timor-Leste,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,14149.457381895683,16769.59599929713,11971.290978959381
5,Prevalence,19,Timor-Leste,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1102.957202460617,1307.1983038335768,933.1680538427877
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1499.905056532396,1839.4707350852352,1249.1032832552107
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1460.4981268700153,1791.1424135306063,1216.2856558927924
5,Prevalence,94,Switzerland,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,327344.038394901,371851.9949405132,285671.61398363125
5,Prevalence,94,Switzerland,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3802.6483522424005,4319.682688501402,3318.553462967859
5,Prevalence,139,Algeria,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,1944350.1256437192,2426079.6547291363,1525768.1751292795
5,Prevalence,139,Algeria,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4786.6361312576455,5972.56655551731,3756.163552374054
5,Prevalence,34,Azerbaijan,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,291489.0930046072,342071.9976567895,251971.9875630558
5,Prevalence,34,Azerbaijan,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2887.2634932240694,3388.298274587815,2495.837883698864
5,Prevalence,55,Slovenia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,74589.07986762804,84239.0480838939,65370.83171687522
5,Prevalence,55,Slovenia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3597.3033306832094,4062.704738864762,3152.7230404501433
5,Prevalence,49,North Macedonia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,66840.13783707265,78156.02191421486,58427.10029949449
5,Prevalence,49,North Macedonia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3109.3660579112943,3635.774695046233,2717.996228198435
5,Prevalence,49,North Macedonia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,86184.28157465735,109204.23076009854,69370.11689522225
5,Prevalence,49,North Macedonia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4009.244871800309,5080.120111862327,3227.059277362939
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,4041.383537303079,4616.624808630203,3550.2628799829745
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3579.846631327243,4089.393797131511,3144.813278403792
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,5095.23949968061,6418.14193676254,4089.6027599134363
5,Prevalence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4513.349398881673,5685.1728076845575,3622.5590885918405
5,Prevalence,82,Greece,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,617178.9248452145,684304.0275028963,554290.2769193935
5,Prevalence,82,Greece,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,5899.055056720567,6540.6431931997795,5297.9593588236
5,Prevalence,82,Greece,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,639721.4209084229,795111.3576792284,517289.6957768209
5,Prevalence,82,Greece,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,6114.518385164785,7599.75022859042,4944.30427355731
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,785652.533363413,915671.7072672405,687077.5777505646
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4384.459630316888,5110.052427310763,3834.3463231089863
5,Prevalence,214,Nigeria,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1251655.5292806216,1423477.6204077774,1108583.6990475643
5,Prevalence,214,Nigeria,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,614.9058802308368,699.3176147025175,544.6184028477759
5,Prevalence,11,Indonesia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,6256963.073986675,7043684.247336475,5524677.495289374
5,Prevalence,11,Indonesia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2444.2495317357157,2751.577997131565,2158.1860434806617
5,Prevalence,60,Lithuania,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,92773.16199569724,103530.59881756992,83759.69849120095
5,Prevalence,60,Lithuania,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3252.416538290089,3629.547862440624,2936.424961214625
5,Prevalence,33,Armenia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,104585.07625978773,120485.40047803473,91831.65369086328
5,Prevalence,33,Armenia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3442.981641762237,3966.426537910778,3023.133979507138
5,Prevalence,11,Indonesia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,2523386.6605793256,2890283.8002090133,2195403.7680161954
5,Prevalence,11,Indonesia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,985.7476527473433,1129.0740798223944,857.622870471145
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,630862.0358256657,732182.61910533,552863.7454773164
5,Prevalence,36,Kazakhstan,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3520.626499523698,4086.0622210990546,3085.34456413422
5,Prevalence,162,Bhutan,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,28586.85480341635,33232.923902833514,24849.504652046
5,Prevalence,162,Bhutan,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3757.876073322909,4368.6236362768495,3266.583875981005
5,Prevalence,86,Italy,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,2652010.4128479976,2940360.5497155166,2387574.9621927603
5,Prevalence,86,Italy,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4376.83760203799,4852.726277090072,3940.417360951235
5,Prevalence,37,Kyrgyzstan,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,125768.13769484546,157430.72354114847,98964.34172598322
5,Prevalence,37,Kyrgyzstan,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,1985.844928524078,2485.7886080544154,1562.6202289653702
5,Prevalence,139,Algeria,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,372389.5942633112,429541.21253983374,322100.24336438306
5,Prevalence,139,Algeria,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,916.755404953111,1057.452287368606,792.9521758661639
5,Prevalence,48,Hungary,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,363917.1222856839,420825.9244417486,320627.8292212092
5,Prevalence,48,Hungary,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3730.3350039798843,4313.6790779932035,3286.59780304328
5,Prevalence,48,Hungary,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,379005.01821355236,472967.05720324174,304676.1124308622
5,Prevalence,48,Hungary,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3884.9935865786724,4848.152123574912,3123.084618659798
5,Prevalence,86,Italy,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,1344736.0122465398,1514212.1784350246,1203773.4928791705
5,Prevalence,86,Italy,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2219.3318377263163,2499.032721715838,1986.689442260552
5,Prevalence,107,Barbados,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,14057.802270091534,17541.76443204301,11203.969044594334
5,Prevalence,107,Barbados,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4760.971015776823,5940.8882286119815,3794.4602476349282
5,Prevalence,61,Republic of Moldova,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,112222.61684339395,125539.61035580428,99751.86001483545
5,Prevalence,61,Republic of Moldova,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3009.0404493941155,3366.1108267413224,2674.6603325585197
5,Prevalence,61,Republic of Moldova,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,169015.062422329,213370.212255838,136206.25606930855
5,Prevalence,61,Republic of Moldova,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4531.82409830427,5721.124826999778,3652.1170642904
5,Prevalence,107,Barbados,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,7186.76075297137,8228.724609067147,6277.923936210252
5,Prevalence,107,Barbados,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2433.9479944894915,2786.8310143988865,2126.151252186729
5,Prevalence,118,Suriname,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,27985.36698926221,32170.821698422613,24390.35924370302
5,Prevalence,118,Suriname,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4907.629047527101,5641.6075983771225,4277.193704479405
5,Prevalence,118,Suriname,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,24314.857002961955,30464.071054160708,19254.435177894025
5,Prevalence,118,Suriname,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4263.9533210334275,5342.304786236794,3376.5369383584257
5,Prevalence,38,Mongolia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,154869.38956055342,178740.41062530357,129527.47336845771
5,Prevalence,38,Mongolia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,4734.734823057983,5464.530136501971,3959.9706594088584
5,Prevalence,170,Congo,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,232152.9479319371,270921.8697183775,198628.56939620443
5,Prevalence,170,Congo,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4603.928363159579,5372.772094034957,3939.091502060539
5,Prevalence,35,Georgia,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,102298.71282265174,117267.45745763696,88072.81074061463
5,Prevalence,35,Georgia,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,2743.1647184473263,3144.555225025107,2361.693714533682
5,Prevalence,76,Belgium,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,464837.5388895939,528132.7587935803,410434.7799822384
5,Prevalence,76,Belgium,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4102.877824620445,4661.551624436387,3622.693126860533
5,Prevalence,76,Belgium,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,598962.5619871859,743620.7372754477,484471.18449118396
5,Prevalence,76,Belgium,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,5286.729250020318,6563.551300489948,4276.173745056753
5,Prevalence,185,Rwanda,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,370716.8730354911,442565.2831134482,305769.6598890746
5,Prevalence,185,Rwanda,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3052.0838385544416,3643.60633773071,2517.378369174981
5,Prevalence,46,Croatia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,175224.2036863197,217336.2344204671,142882.31812302428
5,Prevalence,46,Croatia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4092.4676243792887,5076.019660859845,3337.103258072283
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,6403.049860473115,7343.530083998643,5609.784718530559
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3683.0662001543787,4224.035113197416,3226.7761359327933
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,8181.296832743739,10294.230152116106,6505.932382865979
5,Prevalence,116,Saint Lucia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4705.922723500719,5921.292502174495,3742.244739923517
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,91434.93787232508,108022.12111982823,77500.17320527887
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1311.4689116855775,1549.3820734127473,1111.5999001486093
5,Prevalence,178,Eritrea,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,232166.75298642786,268608.88011408364,200467.4730782163
5,Prevalence,178,Eritrea,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3621.7470203265734,4190.235676179313,3127.2456712864087
5,Prevalence,178,Eritrea,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,215130.67197565854,273613.73938950116,166638.92237590352
5,Prevalence,178,Eritrea,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3355.9881429458705,4268.3103097551075,2599.5281961006744
5,Prevalence,74,Andorra,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,3463.590476037093,3986.1472110250957,3028.861630116372
5,Prevalence,74,Andorra,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,4330.424391131597,4983.7615701653185,3786.8958155311884
5,Prevalence,74,Andorra,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,4658.502585534532,5801.258278738324,3723.463829057266
5,Prevalence,74,Andorra,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,5824.387542960868,7253.14107522494,4655.336332745234
5,Prevalence,216,Senegal,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,96166.2005615262,111438.83395962125,82144.7106391757
5,Prevalence,216,Senegal,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,661.7646162575915,766.8627517866846,565.2761843174378
5,Prevalence,198,Zimbabwe,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,266457.2248044539,313104.28583953244,224468.5728913867
5,Prevalence,198,Zimbabwe,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,1832.6221758506795,2153.448299270232,1543.8353558031727
5,Prevalence,52,Romania,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,719700.4677579324,902707.7324024242,580090.3937540653
5,Prevalence,52,Romania,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3686.771427618475,4624.253039155871,2971.598303653967
5,Prevalence,72,New Zealand,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,169400.22227149695,188723.73010157887,150780.06717210097
5,Prevalence,72,New Zealand,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3807.6045858317266,4241.93859107438,3389.079822436021
5,Prevalence,72,New Zealand,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,329114.8530552269,382978.2987215393,284053.7389496214
5,Prevalence,72,New Zealand,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,7397.506372512408,8608.193702066503,6384.668830680802
5,Prevalence,88,Malta,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,15823.185023147744,18210.382797340797,13848.348513834291
5,Prevalence,88,Malta,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3624.891510514665,4171.768320267755,3172.4814497846364
5,Prevalence,88,Malta,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,28861.206978679606,36134.00411721588,23314.75325285735
5,Prevalence,88,Malta,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,6611.737397191243,8277.84321385261,5341.115016502179
5,Prevalence,114,Haiti,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,382768.9482227327,448590.29626153235,328762.07200521353
5,Prevalence,114,Haiti,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,3213.734130883191,3766.371207937679,2760.291545719181
5,Prevalence,140,Bahrain,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,75264.92119314976,88704.73044781695,64254.48093722024
5,Prevalence,140,Bahrain,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,5287.858949649131,6232.094518121863,4514.302635181177
5,Prevalence,140,Bahrain,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,74073.11709376507,95154.1366738359,57668.8099354528
5,Prevalence,140,Bahrain,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,5204.126822208422,6685.207999030963,4051.6156517354248
5,Prevalence,59,Latvia,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,81671.38537983733,102109.81725538892,66215.01382481706
5,Prevalence,59,Latvia,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,4186.096562023063,5233.675821386419,3393.8746163941755
5,Prevalence,218,Togo,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2017,252504.15285578422,325384.4327760947,194764.92467796942
5,Prevalence,218,Togo,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2017,3330.107191411096,4291.276112911153,2568.6234027017467
5,Prevalence,91,Portugal,3,Both,22,All Ages,973,Substance use disorders,1,Number,2017,404876.42082140024,475826.50153604924,340777.8894203625
5,Prevalence,91,Portugal,3,Both,22,All Ages,973,Substance use disorders,3,Rate,2017,3781.7168452461697,4444.420578068691,3183.009478037512
5,Prevalence,15,Myanmar,3,Both,22,All Ages,567,Depressive disorders,1,Number,2017,1155540.631166467,1407965.6432279672,969612.0930281429
5,Prevalence,15,Myanmar,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2017,2148.2356651830205,2617.5124686714216,1802.5807344681275
